framework_id,framework_name,framework_description,criterion_id,criterion_name,criterion_description,weight_percent,level,level_label,level_description
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-credibility,Trust — Credibility,Expertise demonstrated in context. Does the rep earn the right to be taken seriously?,20,1,Poor,Sounds scripted or shallow. Cannot answer substantive questions.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-credibility,Trust — Credibility,Expertise demonstrated in context. Does the rep earn the right to be taken seriously?,20,2,Below Average,Some expertise visible but inconsistent; leans on marketing language.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-credibility,Trust — Credibility,Expertise demonstrated in context. Does the rep earn the right to be taken seriously?,20,3,Adequate,Competent but standard — could be any rep at any vendor.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-credibility,Trust — Credibility,Expertise demonstrated in context. Does the rep earn the right to be taken seriously?,20,4,Good,Clear subject expertise demonstrated in context with specific examples.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-credibility,Trust — Credibility,Expertise demonstrated in context. Does the rep earn the right to be taken seriously?,20,5,Excellent,Demonstrates real expertise that reframes the client's understanding of the space.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-intimacy,Trust — Intimacy,Does the customer open up? Is there real dialogue vs transactional Q&A?,20,1,Poor,No personal connection. Transactional exchange only.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-intimacy,Trust — Intimacy,Does the customer open up? Is there real dialogue vs transactional Q&A?,20,2,Below Average,Transactional warmth — pleasant but shallow.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-intimacy,Trust — Intimacy,Does the customer open up? Is there real dialogue vs transactional Q&A?,20,3,Adequate,Basic rapport established. Polite and professional.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-intimacy,Trust — Intimacy,Does the customer open up? Is there real dialogue vs transactional Q&A?,20,4,Good,Client shares real concerns and priorities beyond the official brief.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-intimacy,Trust — Intimacy,Does the customer open up? Is there real dialogue vs transactional Q&A?,20,5,Excellent,Customer opens up — real dialogue. They share things they hadn't planned to share.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-self-orientation,Trust — Self-Orientation (inverted),"Scored inverted — 5 = customer-first, 1 = pitch-focused. In the Trust Equation, Self-Orientation is the denominator: lower is better.",20,1,Poor,"Pitch-focused. Drives own agenda, ignores client signals, talks over customer."
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-self-orientation,Trust — Self-Orientation (inverted),"Scored inverted — 5 = customer-first, 1 = pitch-focused. In the Trust Equation, Self-Orientation is the denominator: lower is better.",20,2,Below Average,Agenda-driven with occasional nods to the customer's situation.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-self-orientation,Trust — Self-Orientation (inverted),"Scored inverted — 5 = customer-first, 1 = pitch-focused. In the Trust Equation, Self-Orientation is the denominator: lower is better.",20,3,Adequate,Balanced — roughly equal attention to own agenda and customer needs.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-self-orientation,Trust — Self-Orientation (inverted),"Scored inverted — 5 = customer-first, 1 = pitch-focused. In the Trust Equation, Self-Orientation is the denominator: lower is better.",20,4,Good,Mostly customer-oriented. Occasional agenda moments but quickly returns to customer.
human-edge,Human Edge Commercial,"Evaluates thinking quality + trust impact across 5 dimensions. Composite 5-10 = Replaceable (high AI risk); 11-18 = Transitional (at risk); 19-25 = Human Edge (differentiated, low AI risk).",he-self-orientation,Trust — Self-Orientation (inverted),"Scored inverted — 5 = customer-first, 1 = pitch-focused. In the Trust Equation, Self-Orientation is the denominator: lower is better.",20,5,Excellent,"Clearly customer-first. Every move serves the customer's outcome, not the rep's quota."
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-business-context,Business Context Understanding,Demonstrates knowledge of client's financial situation and industry pressures,20,1,Poor,No awareness of client's business model or financials
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-business-context,Business Context Understanding,Demonstrates knowledge of client's financial situation and industry pressures,20,2,Below Average,Surface-level understanding only
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-business-context,Business Context Understanding,Demonstrates knowledge of client's financial situation and industry pressures,20,3,Adequate,Shows general industry knowledge
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-business-context,Business Context Understanding,Demonstrates knowledge of client's financial situation and industry pressures,20,4,Good,References specific financial metrics relevant to client
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-business-context,Business Context Understanding,Demonstrates knowledge of client's financial situation and industry pressures,20,5,Excellent,Deep understanding of P&L impact and competitive pressures
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-roi,ROI & Value Quantification,Builds a credible business case with specific numbers,30,1,Poor,No attempt to quantify value
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-roi,ROI & Value Quantification,Builds a credible business case with specific numbers,30,2,Below Average,Vague claims about savings or revenue
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-roi,ROI & Value Quantification,Builds a credible business case with specific numbers,30,3,Adequate,General ROI framework but no client-specific numbers
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-roi,ROI & Value Quantification,Builds a credible business case with specific numbers,30,4,Good,Specific ROI calculation tied to client's metrics
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-roi,ROI & Value Quantification,Builds a credible business case with specific numbers,30,5,Excellent,Compelling multi-year business case with payback period
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-tco,Total Cost of Ownership,"Addresses implementation costs, hidden costs, and long-term value",25,1,Poor,Avoids or ignores cost discussions
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-tco,Total Cost of Ownership,"Addresses implementation costs, hidden costs, and long-term value",25,2,Below Average,Only discusses license price
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-tco,Total Cost of Ownership,"Addresses implementation costs, hidden costs, and long-term value",25,3,Adequate,Mentions implementation but minimizes costs
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-tco,Total Cost of Ownership,"Addresses implementation costs, hidden costs, and long-term value",25,4,Good,Transparent TCO discussion with mitigation strategies
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-tco,Total Cost of Ownership,"Addresses implementation costs, hidden costs, and long-term value",25,5,Excellent,Proactively builds TCO model showing long-term advantage
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-stakeholder,CFO / Finance Stakeholder Language,Speaks in terms finance leaders understand and care about,25,1,Poor,Only uses technical or product language
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-stakeholder,CFO / Finance Stakeholder Language,Speaks in terms finance leaders understand and care about,25,2,Below Average,Occasional financial terms but out of context
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-stakeholder,CFO / Finance Stakeholder Language,Speaks in terms finance leaders understand and care about,25,3,Adequate,Uses financial language but doesn't fully connect
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-stakeholder,CFO / Finance Stakeholder Language,Speaks in terms finance leaders understand and care about,25,4,Good,"Fluent in financial language, ties to margin and growth"
financial-acumen,Financial Acumen,"Evaluates ability to speak the language of business outcomes, ROI, and financial impact.",fa-stakeholder,CFO / Finance Stakeholder Language,Speaks in terms finance leaders understand and care about,25,5,Excellent,"Speaks like a business partner, not a vendor"
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-teach,Teach — Commercial Insight,Delivers a unique insight that reframes how the client thinks about their problem,35,1,Poor,"No insight, just product information"
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-teach,Teach — Commercial Insight,Delivers a unique insight that reframes how the client thinks about their problem,35,2,Below Average,Shares information client already knows
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-teach,Teach — Commercial Insight,Delivers a unique insight that reframes how the client thinks about their problem,35,3,Adequate,Interesting data point but doesn't reframe thinking
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-teach,Teach — Commercial Insight,Delivers a unique insight that reframes how the client thinks about their problem,35,4,Good,Insight challenges an assumption and creates urgency
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-teach,Teach — Commercial Insight,Delivers a unique insight that reframes how the client thinks about their problem,35,5,Excellent,Compelling reframe that makes client rethink their approach
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-tailor,Tailor — Message Resonance,Adapts the message to the specific stakeholder's priorities and language,30,1,Poor,"Generic pitch, same for every audience"
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-tailor,Tailor — Message Resonance,Adapts the message to the specific stakeholder's priorities and language,30,2,Below Average,"Minor customization, mostly boilerplate"
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-tailor,Tailor — Message Resonance,Adapts the message to the specific stakeholder's priorities and language,30,3,Adequate,References client's industry but not their specific role
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-tailor,Tailor — Message Resonance,Adapts the message to the specific stakeholder's priorities and language,30,4,Good,Message resonates with stakeholder's personal KPIs
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-tailor,Tailor — Message Resonance,Adapts the message to the specific stakeholder's priorities and language,30,5,Excellent,Perfectly tailored narrative that feels built just for them
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-control,Take Control — Constructive Tension,"Pushes back respectfully, holds firm on value, drives the deal forward",35,1,Poor,Caves immediately on pushback or goes silent
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-control,Take Control — Constructive Tension,"Pushes back respectfully, holds firm on value, drives the deal forward",35,2,Below Average,Accommodates every request without pushback
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-control,Take Control — Constructive Tension,"Pushes back respectfully, holds firm on value, drives the deal forward",35,3,Adequate,Holds ground but doesn't advance the conversation
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-control,Take Control — Constructive Tension,"Pushes back respectfully, holds firm on value, drives the deal forward",35,4,Good,Respectful pushback that builds credibility and momentum
challenger-sale,Challenger Sale,"Evaluates teaching, tailoring, and taking control of the sales conversation.",cs-control,Take Control — Constructive Tension,"Pushes back respectfully, holds firm on value, drives the deal forward",35,5,Excellent,Creates productive tension that accelerates the decision
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-metrics,Metrics,Uncovers and validates the quantifiable measures of success,18,1,Poor,No attempt to identify success metrics
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-metrics,Metrics,Uncovers and validates the quantifiable measures of success,18,2,Below Average,Asks about goals but not specific KPIs
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-metrics,Metrics,Uncovers and validates the quantifiable measures of success,18,3,Adequate,Identifies some metrics but doesn't validate them
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-metrics,Metrics,Uncovers and validates the quantifiable measures of success,18,4,Good,Clear metrics tied to business outcomes
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-metrics,Metrics,Uncovers and validates the quantifiable measures of success,18,5,Excellent,Validated metrics with baseline and target numbers
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-economic-buyer,Economic Buyer,Identifies and engages the person with budget authority,18,1,Poor,No awareness of who controls the budget
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-economic-buyer,Economic Buyer,Identifies and engages the person with budget authority,18,2,Below Average,Assumes current contact is the decision maker
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-economic-buyer,Economic Buyer,Identifies and engages the person with budget authority,18,3,Adequate,Asks who else is involved but doesn't map power
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-economic-buyer,Economic Buyer,Identifies and engages the person with budget authority,18,4,Good,Identifies economic buyer and plans engagement
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-economic-buyer,Economic Buyer,Identifies and engages the person with budget authority,18,5,Excellent,Maps buying committee and tailors approach to EB
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-criteria,Decision Criteria,Understands how the client will evaluate and choose a solution,16,1,Poor,No questions about evaluation criteria
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-criteria,Decision Criteria,Understands how the client will evaluate and choose a solution,16,2,Below Average,Assumes price is the only factor
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-criteria,Decision Criteria,Understands how the client will evaluate and choose a solution,16,3,Adequate,Asks about criteria but doesn't influence them
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-criteria,Decision Criteria,Understands how the client will evaluate and choose a solution,16,4,Good,Maps criteria and positions solution against each
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-criteria,Decision Criteria,Understands how the client will evaluate and choose a solution,16,5,Excellent,Shapes criteria in favor of unique differentiators
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,1,Poor,No understanding of how decisions get made
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,2,Below Average,Asks about timeline only
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,3,Adequate,General sense of process but gaps in understanding
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,4,Good,Clear process map with milestones and owners
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,5,Excellent,Co-creates a mutual action plan with the client
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,1,Poor,"No pain identified, solution looking for a problem"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,2,Below Average,"Surface-level pain, not compelling"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,3,Adequate,Real pain identified but not quantified
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,4,Good,Pain quantified and tied to business impact
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,5,Excellent,Compelling pain with urgency — cost of inaction is clear
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,1,Poor,No champion identified or developed
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,2,Below Average,Friendly contact but not a true champion
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,3,Adequate,Potential champion but hasn't been tested or coached
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,4,Good,"Champion identified, has influence and access"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,5,Excellent,Champion is actively selling internally on your behalf
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-account-knowledge,Account & Industry Knowledge,"Demonstrates deep understanding of the account's strategy, market, and competitive landscape",25,1,Poor,No preparation or account knowledge evident
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-account-knowledge,Account & Industry Knowledge,"Demonstrates deep understanding of the account's strategy, market, and competitive landscape",25,2,Below Average,Basic company info only
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-account-knowledge,Account & Industry Knowledge,"Demonstrates deep understanding of the account's strategy, market, and competitive landscape",25,3,Adequate,Knows industry trends but not account-specific strategy
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-account-knowledge,Account & Industry Knowledge,"Demonstrates deep understanding of the account's strategy, market, and competitive landscape",25,4,Good,References account's strategic priorities and market position
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-account-knowledge,Account & Industry Knowledge,"Demonstrates deep understanding of the account's strategy, market, and competitive landscape",25,5,Excellent,Insight-level knowledge that impresses the client
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-relationship,Relationship Mapping & Expansion,Navigates stakeholder relationships and expands influence within the account,25,1,Poor,"Single-threaded, no awareness of other stakeholders"
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-relationship,Relationship Mapping & Expansion,Navigates stakeholder relationships and expands influence within the account,25,2,Below Average,Knows of others but hasn't engaged them
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-relationship,Relationship Mapping & Expansion,Navigates stakeholder relationships and expands influence within the account,25,3,Adequate,Multi-threaded but relationships are shallow
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-relationship,Relationship Mapping & Expansion,Navigates stakeholder relationships and expands influence within the account,25,4,Good,Strong multi-threaded relationships across departments
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-relationship,Relationship Mapping & Expansion,Navigates stakeholder relationships and expands influence within the account,25,5,Excellent,Trusted advisor status with executive sponsorship
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-value-creation,Long-term Value Creation,"Positions as a strategic partner, not just a vendor",25,1,Poor,"Transactional approach, product-focused only"
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-value-creation,Long-term Value Creation,"Positions as a strategic partner, not just a vendor",25,2,Below Average,Tries to upsell without strategic context
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-value-creation,Long-term Value Creation,"Positions as a strategic partner, not just a vendor",25,3,Adequate,Some strategic vision but not connected to client goals
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-value-creation,Long-term Value Creation,"Positions as a strategic partner, not just a vendor",25,4,Good,Clear partnership vision aligned with client's roadmap
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-value-creation,Long-term Value Creation,"Positions as a strategic partner, not just a vendor",25,5,Excellent,Co-creates strategic value that transforms the account
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-execution,Execution & Follow-through,"Demonstrates reliability, follow-up discipline, and action orientation",25,1,Poor,No follow-up commitments or action items
strategic-mgmt,Strategic Management,"Evaluates strategic account planning, relationship depth, and long-term value creation.",sm-execution,Execution & Follow-through,"Demonstrates reliability, follow-up discipline, and action orientation",25,2,Below Average,Vague promises with no specifics
