framework_id,framework_name,framework_description,criterion_id,criterion_name,criterion_description,weight_percent,level,level_label,level_description
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-decision-process,Decision Process,"Maps the buying process, timeline, and approval steps",16,5,Excellent,Co-creates a mutual action plan with the client
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,1,Poor,"No pain identified, solution looking for a problem"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,2,Below Average,"Surface-level pain, not compelling"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,3,Adequate,Real pain identified but not quantified
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,4,Good,Pain quantified and tied to business impact
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-identify-pain,Identify Pain,Uncovers the compelling event or pain driving the evaluation,16,5,Excellent,Compelling pain with urgency — cost of inaction is clear
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,1,Poor,No champion identified or developed
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,2,Below Average,Friendly contact but not a true champion
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,3,Adequate,Potential champion but hasn't been tested or coached
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,4,Good,"Champion identified, has influence and access"
meddic,MEDDIC,"Evaluates qualification rigor: Metrics, Economic Buyer, Decision Criteria, Decision Process, Identify Pain, Champion.",md-champion,Champion,Identifies and develops an internal advocate for the solution,16,5,Excellent,Champion is actively selling internally on your behalf
